"name[Blue Spice], eatType[coffee shop], area[city centre]"	Blue spice is a coffee shop located in the city centre.
"name[Blue Spice], eatType[coffee shop], area[riverside]"	Blue spice is a coffee shop in riverside.
"name[Blue Spice], eatType[coffee shop], customer rating[5 out of 5], near[Crowne Plaza Hotel]"	Blue spice is a coffee shop near the crowne plaza hotel with a customer rating of 5 out of 5.
"name[Blue Spice], eatType[coffee shop], customer rating[average], near[Burger King]"	Blue spice is a coffee shop near burger king with an average customer rating.
"name[Blue Spice], eatType[coffee shop], customer rating[average], near[Crowne Plaza Hotel]"	Near the crowne plaza hotel, blue spice is a coffee shop with an average customer rating.
"name[Blue Spice], eatType[pub], area[city centre]"	Blue spice is a pub located in the city centre.
"name[Blue Spice], eatType[pub], area[riverside]"	Blue spice is a pub in riverside.
"name[Blue Spice], eatType[pub], customer rating[5 out of 5], near[Crowne Plaza Hotel]"	Blue spice is a pub near crowne plaza hotel with a customer rating of 5 out of 5.
"name[Blue Spice], eatType[pub], customer rating[average], near[Burger King]"	Blue spice is a pub near burger king and has an average customer rating.
"name[Blue Spice], eatType[pub], customer rating[average], near[Crowne Plaza Hotel]"	Blue spice is a pub near crowne plaza hotel with an average customer rating.
"name[Blue Spice], eatType[pub], food[Chinese], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	Blue spice is a pub located in the city centre near rainbow vegetarian café that serves chinese food.
"name[Blue Spice], eatType[pub], food[Chinese], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	Blue spice is a pub near rainbow vegetarian café in the city centre that serves chinese food.
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	Blue spice is a pub that serves chinese food. it is located in the riverside. it is near rainbow vegetarian café.
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	Blue spice is a pub providing chinese food in the riverside area near rainbow vegetarian café.
"name[Blue Spice], eatType[pub], food[English], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	Blue spice is a pub located in the city centre near rainbow vegetarian café. it serves english food and is not family-friendly.
"name[Blue Spice], eatType[pub], food[English], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	Blue spice is a family-friendly english pub located near rainbow vegetarian café.
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	Blue spice is a pub near rainbow vegetarian café in the riverside area. it is not family-friendly.
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	Blue spice is a family friendly pub near rainbow vegetarian café.
"name[Blue Spice], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	Blue spice is a chinese restaurant in the city centre near rainbow vegetarian café.
"name[Blue Spice], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	Blue spice is a chinese restaurant in the city centre near rainbow vegetarian café.
"name[Blue Spice], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	Blue spice is a chinese restaurant in the riverside area near rainbow vegetarian café.
"name[Blue Spice], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	Blue spice is a chinese restaurant near rainbow vegetarian café in the riverside area.
"name[Blue Spice], eatType[restaurant], food[English], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	Blue spice is a english restaurant located in the city centre near rainbow vegetarian café. it is not family-friendly.
"name[Blue Spice], eatType[restaurant], food[English], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	Blue spice is a family-friendly restaurant located in the city centre near rainbow vegetarian café.
"name[Blue Spice], eatType[restaurant], food[English], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	Blue spice is a restaurant that serves english food. it is located in the riverside area near rainbow vegetarian café.
"name[Blue Spice], eatType[restaurant], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	Blue spice is a family friendly restaurant in the riverside area near rainbow vegetarian café.
"name[Clowns], eatType[coffee shop], customer rating[3 out of 5], near[All Bar One]"	Clowns is a coffee shop with a customer rating of 3 out of 5. it is located near all bar one.
"name[Clowns], eatType[coffee shop], customer rating[5 out of 5], near[Crowne Plaza Hotel]"	Clowns is a coffee shop near the crowne plaza hotel with a customer rating of 5 out of 5.
"name[Clowns], eatType[coffee shop], near[The Sorrento]"	Clowns is a coffee shop located near the sorrento.
"name[Clowns], eatType[pub], customer rating[3 out of 5], near[All Bar One]"	Clowns is a pub near all bar one with a 3 out of 5 customer rating.
